,日期,身分,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額口數,多空淨額契約金額,未平倉多方交易口數,未平倉多方契約金額,未平倉空方交易口數,未平倉空方契約金額,未平倉多空淨額口數,未平倉多空淨額契約金額
826,2016-11-11,投信,7049,12665130,8345,14963283,-1296,-2298153,2509,4497897,49763,89168188,-47254,-84670291
827,2016-11-11,外資,66159,118869611,72687,130649202,-6528,-11779591,84082,150656749,24231,43415539,59851,107241210
828,2016-11-14,自營商,29832,53291825,29571,52799106,261,492718,8212,14677469,7123,12723180,1089,1954289
829,2016-11-14,投信,24557,43895092,24055,42923474,502,971618,2576,4606665,49328,88188562,-46752,-83581897
830,2016-11-14,外資,84614,151058827,81917,146347711,2697,4711116,87259,155996957,25071,44826305,62188,111170652
831,2016-11-15,自營商,22317,39902877,24903,44522803,-2586,-4619926,7004,12492301,8654,15436661,-1650,-2944360
832,2016-11-15,投信,7332,13122381,6985,12485118,347,637262,2640,4712032,49045,87477712,-46405,-82765680
833,2016-11-15,外資,75127,134344140,70573,126216009,4554,8128131,94453,168518245,27917,49828167,66536,118690078
834,2016-11-16,自營商,30414,54691910,26640,47910463,3774,6781447,6304,11282078,5317,9510533,987,1771545
835,2016-11-16,投信,2083,3737494,987,1774096,1096,1963398,2641,4730559,48048,86063347,-45407,-81332788
836,2016-11-16,外資,37109,66647496,39279,70561903,-2170,-3914406,76657,137288626,14165,25359915,62492,111928711
837,2016-11-17,自營商,12676,22664387,12605,22531946,71,132441,6331,11331920,5392,9647220,939,1684700
838,2016-11-17,投信,117,209440,235,419206,-118,-209766,2653,4754176,48178,86334441,-45525,-81580265
839,2016-11-17,外資,34435,61574718,33562,60013320,873,1561397,78125,139979395,15094,27034728,63031,112944667
840,2016-11-18,自營商,12452,22323517,13228,23726937,-776,-1403420,6067,10890564,5840,10480383,227,410181
841,2016-11-18,投信,993,1784772,93,166926,900,1617846,2772,4982393,47397,85190819,-44625,-80208426
842,2016-11-18,外資,35076,62885410,32322,57925182,2754,4960229,82391,148067446,16511,29663183,65880,118404263
843,2016-11-21,自營商,9362,16858180,8137,14650152,1225,2208027,6595,11877776,5126,9227186,1469,2650590
844,2016-11-21,投信,765,1378128,47,84740,718,1293388,2852,5143297,46759,84324625,-43907,-79181328
845,2016-11-21,外資,21799,39242314,21259,38272473,540,969841,81778,147455108,15576,28075940,66202,119379168
846,2016-11-22,自營商,17780,32383683,21693,39548006,-3913,-7164323,5559,10139959,8013,14628535,-2454,-4488576
847,2016-11-22,投信,2231,4070254,387,706778,1844,3363476,3126,5713703,45189,82595951,-42063,-76882248
848,2016-11-22,外資,37474,68291869,28917,52682479,8557,15609390,89337,163263739,14314,26146842,75023,137116897
849,2016-11-23,自營商,12942,23725570,13679,25082623,-737,-1357053,5059,9256507,8404,15402849,-3345,-6146342
850,2016-11-23,投信,660,1210729,111,203429,549,1007301,3237,5941103,44768,82166707,-41531,-76225604
851,2016-11-23,外資,25939,47566774,24439,44809293,1500,2757481,89828,164840788,13116,24056385,76712,140784403
852,2016-11-24,自營商,10637,19449159,10934,19982920,-297,-533761,4906,8945517,8618,15734194,-3712,-6788677
853,2016-11-24,投信,317,579918,441,805968,-124,-226049,3338,6103124,44993,82264745,-41655,-76161621
854,2016-11-24,外資,24750,45254215,27638,50537492,-2888,-5283276,88326,161464768,14636,26744298,73690,134720470
855,2016-11-25,自營商,10151,18603710,11566,21195376,-1415,-2591666,4752,8683278,9812,17954498,-5060,-9271220
856,2016-11-25,投信,161,295297,131,239906,30,55391,3358,6152452,44983,82417405,-41625,-76264953
857,2016-11-25,外資,27441,50295170,25207,46194978,2234,4100192,90559,165887274,14469,26493727,76090,139393547
858,2016-11-28,自營商,14780,27224571,16425,30267721,-1645,-3043149,4647,8544576,11236,20701227,-6589,-12156651
859,2016-11-28,投信,797,1470201,131,241644,666,1228558,3334,6149821,44293,81702419,-40959,-75552598
860,2016-11-28,外資,35805,65970941,30892,56911427,4913,9059514,97027,178938645,15828,29177601,81199,149761044
861,2016-11-29,自營商,11663,21494349,11588,21349669,75,144680,4830,8862035,11320,20806518,-6490,-11944483
862,2016-11-29,投信,88,162422,225,414106,-137,-251684,3303,6078753,44395,81704110,-41092,-75625357
863,2016-11-29,外資,26842,49479614,29510,54401778,-2668,-4922164,94931,174671159,16694,30704470,78237,143966689
864,2016-11-30,自營商,17500,32238470,18178,33489192,-678,-1250722,4007,7364279,11225,20686900,-7218,-13322621
865,2016-11-30,投信,276,509402,139,255752,137,253651,3295,6080496,44250,81658495,-40955,-75577999
866,2016-11-30,外資,31610,58250299,29819,54951821,1791,3298477,97027,179012687,16968,31293208,80059,147719479
867,2016-12-01,自營商,13492,24968402,13054,24160621,438,807781,4155,7664032,10959,20270102,-6804,-12606070
868,2016-12-01,投信,684,1266993,146,270198,538,996794,3386,6270788,43803,81122718,-40417,-74851930
869,2016-12-01,外資,31515,58324405,31474,58242393,41,82012,98856,183040966,18669,34556047,80187,148484919
870,2016-12-02,自營商,18342,33631829,15152,27770766,3190,5861062,4854,8867727,8426,15412005,-3572,-6544278
871,2016-12-02,投信,207,379460,1178,2159786,-971,-1780325,3312,6069483,44700,81916784,-41388,-75847301
872,2016-12-02,外資,28418,52101955,37399,68578156,-8981,-16476201,92091,168725289,21224,38874353,70867,129850936
873,2016-12-05,自營商,13898,25427328,14907,27279351,-1009,-1852022,4819,8791388,9450,17278271,-4631,-8486883
874,2016-12-05,投信,116,212707,747,1366355,-631,-1153648,2963,5426337,44982,82379540,-42019,-76953203
875,2016-12-05,外資,30584,55985579,29275,53574881,1309,2410698,93214,170665905,20783,38029818,72431,132636087
876,2016-12-06,自營商,15548,28787760,18515,34292687,-2967,-5504927,6414,11839978,13953,25819811,-7539,-13979833
877,2016-12-06,投信,1531,2835145,459,850344,1072,1984800,2918,5405147,43865,81254833,-40947,-75849686
878,2016-12-06,外資,32070,59415513,24591,45560428,7479,13855085,100604,186312027,20458,37862986,80146,148449041
879,2016-12-07,自營商,14743,27338920,13443,24925903,1300,2413017,4490,8285956,10613,19635384,-6123,-11349428
880,2016-12-07,投信,261,484659,152,281854,109,202806,2958,5479263,43796,81127090,-40838,-75647827
881,2016-12-07,外資,21575,40007034,26675,49473648,-5100,-9466613,96898,179442383,21814,40376626,75084,139065757
882,2016-12-08,自營商,15636,29220044,15830,29588641,-194,-368597,5505,10275900,11832,22143806,-6327,-11867906
883,2016-12-08,投信,1017,1904263,89,166461,928,1737802,3143,5888558,43053,80663495,-39910,-74774937
884,2016-12-08,外資,27515,51438897,23445,43824989,4070,7613908,100066,187425854,20763,38867808,79303,148558046
885,2016-12-09,自營商,8245,15469667,8829,16561162,-584,-1091495,5975,11183064,12843,24091715,-6868,-12908651
886,2016-12-09,投信,292,548343,300,562967,-8,-14624,2944,5528085,42862,80485682,-39918,-74957597
887,2016-12-09,外資,21768,40850670,18357,34453366,3411,6397305,101964,191409568,19219,36056864,82745,155352704
888,2016-12-12,自營商,16846,31641161,17259,32399265,-413,-758104,5564,10377543,13170,24616684,-7606,-14239141
889,2016-12-12,投信,275,516472,677,1267792,-402,-751320,2943,5506758,43263,80953180,-40320,-75446422
890,2016-12-12,外資,31967,60026266,37436,70303190,-5469,-10276924,99937,186940146,22526,42118129,77411,144822017
891,2016-12-13,自營商,8419,15764320,6877,12874363,1542,2889957,6336,11851696,12377,23188836,-6041,-11337140
892,2016-12-13,投信,210,393792,149,278596,61,115195,2963,5557833,43222,81075204,-40259,-75517371
893,2016-12-13,外資,24646,46140092,24453,45786783,193,353309,98881,185412345,21235,39795165,77646,145617180
894,2016-12-14,自營商,11993,22493638,11298,21183424,695,1310214,6462,12072727,11886,22242136,-5424,-10169409
895,2016-12-14,投信,1815,3401998,1910,3573969,-95,-171971,2916,5463817,43270,81072822,-40354,-75609005
896,2016-12-14,外資,21212,39775806,24127,45254793,-2915,-5478987,97194,182042575,22287,41719884,74907,140322691
897,2016-12-15,自營商,17194,32099878,16851,31450522,343,649356,6620,12369953,11716,21923886,-5096,-9553933
898,2016-12-15,投信,3692,6898322,3684,6872552,8,25770,2922,5474497,43268,81050671,-40346,-75576174
899,2016-12-15,外資,39411,73595013,41424,77359216,-2013,-3764202,95945,179674945,23202,43430428,72743,136244517
900,2016-12-16,自營商,16822,31434563,15664,29253697,1158,2180866,6620,12302098,10557,19630627,-3937,-7328529
901,2016-12-16,投信,8038,15025610,8501,15871312,-463,-845703,2782,5179972,43591,81149250,-40809,-75969278
902,2016-12-16,外資,31695,59207121,40016,74795898,-8321,-15588777,87781,163379572,23483,43700477,64298,119679095
903,2016-12-19,自營商,19986,37064532,22372,41495224,-2386,-4430692,5160,9513438,11586,21388878,-6426,-11875440
904,2016-12-19,投信,24076,44681225,25180,46676585,-1104,-1995360,2553,4717241,44466,82127937,-41913,-77410696
905,2016-12-19,外資,57825,107266040,56251,104387892,1574,2878148,84754,156550784,18947,34996288,65807,121554496
906,2016-12-20,自營商,21951,40545731,17920,33095236,4031,7450495,7893,14594523,10512,19440088,-2619,-4845565
907,2016-12-20,投信,8373,15461124,8389,15484689,-16,-23565,2500,4627073,44429,82220670,-41929,-77593597
908,2016-12-20,外資,55700,102840252,61180,112973192,-5480,-10132941,83022,153633926,22602,41829478,60420,111804448
909,2016-12-21,自營商,21530,39781148,20270,37457315,1260,2323833,3633,6683638,6969,12843755,-3336,-6160117
910,2016-12-21,投信,522,964787,432,797992,90,166796,2234,4121684,44250,81641131,-42016,-77519447
911,2016-12-21,外資,26971,49839627,29988,55414947,-3017,-5575320,71883,132604129,13792,25435078,58091,107169051
912,2016-12-22,自營商,13344,24441263,14200,26015601,-856,-1574338,4807,8756577,8947,16315158,-4140,-7558581
913,2016-12-22,投信,149,272612,702,1283035,-553,-1010422,2190,3998026,44759,81711935,-42569,-77713909
914,2016-12-22,外資,25140,46084557,29056,53281197,-3916,-7196641,71640,130768813,17656,32223291,53984,98545522
915,2016-12-23,自營商,11307,20599986,11235,20462062,72,137924,5050,9163367,9049,16434370,-3999,-7271003
916,2016-12-23,投信,220,401061,275,500501,-55,-99440,2142,3894960,44766,81402386,-42624,-77507426
917,2016-12-23,外資,24213,44123115,24789,45177645,-576,-1054530,70198,127628713,17184,31236165,53014,96392548
918,2016-12-26,自營商,7581,13814661,6815,12414433,766,1400228,5203,9475619,8360,15235421,-3157,-5759802
919,2016-12-26,投信,601,1096370,52,94680,549,1001690,2145,3914141,44220,80692550,-42075,-76778409
920,2016-12-26,外資,12726,23185790,12768,23263235,-42,-77444,70601,128813247,17716,32316911,52885,96496336
921,2016-12-27,自營商,4657,8490265,4521,8241074,136,249191,5267,9580306,8269,15051084,-3002,-5470778
922,2016-12-27,投信,32,58367,41,74723,-9,-16357,2143,3905777,44227,80608026,-42084,-76702249
923,2016-12-27,外資,10298,18775061,10950,19963470,-652,-1188409,69650,126925369,17502,31887939,52148,95037430
924,2016-12-28,自營商,13807,25335390,12973,23822149,834,1513241,5324,9784676,7443,13688783,-2119,-3904107
925,2016-12-28,投信,1572,2891721,125,229919,1447,2661802,2217,4084090,42854,78945520,-40637,-74861430
926,2016-12-28,外資,24426,44829591,20044,36788427,4382,8041164,71786,132222749,15093,27791096,56693,104431653
927,2016-12-29,自營商,8079,14845647,9471,17401426,-1392,-2555779,4744,8688033,8136,14916972,-3392,-6228939
928,2016-12-29,投信,253,465551,72,132235,181,333316,2252,4135067,42708,78420314,-40456,-74285247
929,2016-12-29,外資,24545,45110921,21248,39054875,3297,6056046,73487,134916625,13442,24669769,60045,110246856
930,2016-12-30,自營商,14946,27652268,14501,26826044,445,826224,5835,10782498,8783,16247610,-2948,-5465112
931,2016-12-30,投信,1070,1979803,64,118263,1006,1861540,2713,5025348,42163,78102580,-39450,-73077232
932,2016-12-30,外資,31098,57533973,28922,53512968,2176,4021005,76232,141189762,13629,25231793,62603,115957969
933,2017-01-03,自營商,11262,20853554,8686,16078513,2576,4775041,7593,14065396,7948,14729103,-355,-663707
934,2017-01-03,投信,122,226170,102,188433,20,37737,2721,5049945,42151,78232085,-39430,-73182140
935,2017-01-03,外資,23744,43951140,27092,50153994,-3348,-6202854,73071,135595738,13653,25324163,59418,110271575
936,2017-01-04,自營商,11280,20929516,13284,24642993,-2004,-3713476,5689,10522072,8098,14992221,-2409,-4470149
937,2017-01-04,投信,195,361655,54,100124,141,261531,2832,5250912,42121,78100561,-39289,-72849649
938,2017-01-04,外資,21667,40204316,24098,44715422,-2431,-4511105,71394,132356111,14127,26178845,57267,106177266
939,2017-01-05,自營商,15702,29250725,15227,28381437,475,869287,7404,13793915,9349,17442312,-1945,-3648397
940,2017-01-05,投信,1037,1936943,171,319114,866,1617829,2945,5502222,41368,77291587,-38423,-71789365
941,2017-01-05,外資,35727,66561413,28596,53266774,7131,13294639,78269,146210458,13724,25616028,64545,120594430
942,2017-01-06,自營商,8826,16518940,8416,15752587,410,766353,7953,14853240,9415,17608660,-1462,-2755420
943,2017-01-06,投信,171,320251,154,288318,17,31933,2860,5356567,41266,77290833,-38406,-71934266
944,2017-01-06,外資,19343,36206124,17870,33445655,1473,2760469,79691,149232999,13528,25309805,66163,123923194
945,2017-01-09,自營商,17039,31907380,16193,30321567,846,1585813,7510,13992413,8207,15308965,-697,-1316552
946,2017-01-09,投信,77,144514,465,869150,-388,-724637,2775,5184660,41569,77667236,-38794,-72482576
947,2017-01-09,外資,30196,56555176,34060,63784325,-3864,-7229149,76915,143681947,14615,27280061,62300,116401886
948,2017-01-10,自營商,9328,17413721,10512,19618954,-1184,-2205233,6533,12166139,8435,15731089,-1902,-3564950
949,2017-01-10,投信,148,276353,390,727732,-242,-451379,2713,5068120,41749,77994852,-39036,-72926732
950,2017-01-10,外資,23510,43890310,20482,38238970,3028,5651339,79639,148752595,14342,26765936,65297,121986659
951,2017-01-11,自營商,14410,26958430,14423,26988750,-13,-30320,6701,12471534,8577,15989552,-1876,-3518018
952,2017-01-11,投信,1756,3283118,1605,2999154,151,283964,2649,4946496,41534,77558287,-38885,-72611791
953,2017-01-11,外資,26121,48873332,28248,52848921,-2127,-3975589,79603,148621827,16362,30525097,63241,118096730
954,2017-01-12,自營商,20862,39231364,19621,36915198,1241,2316166,8031,15063320,8555,16074460,-524,-1011140
955,2017-01-12,投信,5274,9929942,4795,9021379,479,908564,2713,5105796,41119,77384543,-38406,-72278747
956,2017-01-12,外資,42117,79211241,34047,64055194,8070,15156047,86634,163021219,15052,28295890,71582,134725329
957,2017-01-13,自營商,12055,22607471,11487,21534348,568,1073123,8772,16400492,9160,17146845,-388,-746353
958,2017-01-13,投信,7135,13379108,7696,14422399,-561,-1043291,2682,5027774,41649,78076081,-38967,-73048307
959,2017-01-13,外資,29837,55941924,36364,68197192,-6527,-12255268,81917,153549115,16980,31804542,64937,121744573
960,2017-01-16,自營商,22382,41631108,22327,41520181,55,110926,10959,20310921,11569,21460474,-610,-1149553
961,2017-01-16,投信,20863,38766656,22295,41436130,-1432,-2669474,2271,4217506,42670,79244901,-40399,-75027395
962,2017-01-16,外資,69432,129094841,76457,142167377,-7025,-13072535,84873,157600310,27026,50160595,57847,107439715
963,2017-01-17,自營商,18364,34247946,16830,31391265,1534,2856680,11732,21867960,10892,20308739,840,1559221
964,2017-01-17,投信,9798,18279627,9326,17388247,472,891380,2417,4512272,42344,79047879,-39927,-74535607
965,2017-01-17,外資,58772,109588622,52885,98625993,5887,10962629,91928,171616150,28087,52422256,63841,119193894
966,2017-01-18,自營商,22440,41855896,20135,37564057,2305,4291839,5935,11015412,8538,15880637,-2603,-4865225
967,2017-01-18,投信,189,352299,1082,2016162,-893,-1663864,2301,4287197,43127,80354226,-40826,-76067029
968,2017-01-18,外資,27481,51232049,35857,66853481,-8376,-15621432,75995,141572066,21370,39786821,54625,101785245
969,2017-01-19,自營商,23069,42930838,22623,42107604,446,823234,13696,25441971,15876,29514034,-2180,-4072063
970,2017-01-19,投信,231,431010,229,425747,2,5264,2288,4257488,43112,80222810,-40824,-75965322
971,2017-01-19,外資,35339,65708289,35398,65807831,-59,-99543,76120,141623987,21492,39962680,54628,101661307
972,2017-01-20,自營商,7803,14537008,9561,17814276,-1758,-3277267,12806,23850757,16736,31201178,-3930,-7350421
973,2017-01-20,投信,136,253353,250,465095,-114,-211742,2284,4261922,43222,80652252,-40938,-76390330
974,2017-01-20,外資,21625,40290280,17237,32114449,4388,8175831,79568,148452765,20522,38264552,59046,110188213
975,2017-01-23,自營商,14211,26698804,16346,30715591,-2135,-4016786,11882,22303691,17925,33692826,-6043,-11389135
976,2017-01-23,投信,1725,3237691,81,152417,1644,3085273,2671,5025197,41965,78952951,-39294,-73927754
977,2017-01-23,外資,32498,61080438,26918,50595822,5580,10484616,81461,153237049,16921,31805407,64540,121431642
978,2017-01-24,自營商,10678,20137941,11078,20899950,-400,-762009,11670,21978818,18022,33999031,-6352,-12020213
979,2017-01-24,投信,111,209116,149,281277,-38,-72161,2624,4955142,41956,79229710,-39332,-74274568
980,2017-01-24,外資,23829,44964462,21981,41471013,1848,3493449,80164,151357076,13700,25832257,66464,125524819
981,2017-02-02,自營商,27120,51192553,25307,47755613,1813,3436940,12812,23961995,17402,32593880,-4590,-8631885
982,2017-02-02,投信,409,770689,670,1261230,-261,-490541,2713,5086653,42306,79323750,-39593,-74237097
