,日期,身分,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額口數,多空淨額契約金額,未平倉多方交易口數,未平倉多方契約金額,未平倉空方交易口數,未平倉空方契約金額,未平倉多空淨額口數,未平倉多空淨額契約金額
1621,2017-12-07,投信,714,1481537,141,292360,573,1189177,1884,3905532,35764,74138772,-33880,-70233240
1622,2017-12-07,外資,67021,139017667,67945,140946863,-924,-1929196,71195,147552083,31973,66184007,39222,81368076
1623,2017-12-08,自營商,20153,41814855,19448,40333968,705,1480887,8278,17158719,11795,24440463,-3517,-7281744
1624,2017-12-08,投信,747,1552634,70,145088,677,1407546,2020,4199984,35223,73235662,-33203,-69035678
1625,2017-12-08,外資,53075,110109815,55706,115582298,-2631,-5472483,70149,145815079,33531,69623135,36618,76191944
1626,2017-12-11,自營商,17581,36778009,17800,37243855,-219,-465845,7941,16588513,11825,24695092,-3884,-8106579
1627,2017-12-11,投信,1132,2371391,84,176035,1048,2195356,2040,4275010,34195,71659042,-32155,-67384032
1628,2017-12-11,外資,43965,91984560,41692,87236923,2273,4747637,69134,144839139,30229,63250596,38905,81588543
1629,2017-12-12,自營商,19719,41152405,18935,39505121,784,1647284,8292,17246814,11424,23743980,-3132,-6497166
1630,2017-12-12,投信,196,409722,652,1360394,-456,-950672,2026,4226628,34637,72259571,-32611,-68032943
1631,2017-12-12,外資,46774,97625509,46403,96876048,371,749461,69190,144306473,29911,62304165,39279,82002308
1632,2017-12-13,自營商,14663,30633709,16306,34066090,-1643,-3432381,7040,14663168,11862,24705416,-4822,-10042248
1633,2017-12-13,投信,387,809106,99,206861,288,602245,1989,4156997,34312,71711906,-32323,-67554909
1634,2017-12-13,外資,40440,84491025,38025,79451310,2415,5039715,70199,146676727,28505,59477327,41694,87199400
1635,2017-12-14,自營商,18717,39441268,20086,42337215,-1369,-2895947,6376,13366052,12569,26371417,-6193,-13005365
1636,2017-12-14,投信,3981,8396837,3664,7719443,317,677394,2159,4544950,34165,71920827,-32006,-67375877
1637,2017-12-14,外資,50938,107389620,47692,100555992,3246,6833628,74253,156278154,29297,61576247,44956,94701907
1638,2017-12-15,自營商,27665,57884173,22439,46937196,5226,10946977,9217,19266862,10191,21268983,-974,-2002121
1639,2017-12-15,投信,4514,9441213,5731,11975328,-1217,-2534115,1898,3979338,35121,73616258,-33223,-69636920
1640,2017-12-15,外資,63259,132342153,68468,143259739,-5209,-10917586,73826,154720276,34079,71345814,39747,83374462
1641,2017-12-18,自營商,18289,38362395,17843,37419350,446,943045,10316,21611360,10850,22687252,-534,-1075892
1642,2017-12-18,投信,16431,34468529,16041,33604170,390,864358,1757,3688585,34590,72588500,-32833,-68899915
1643,2017-12-18,外資,79571,166839881,81124,170152757,-1553,-3312876,78352,164425338,40158,84215756,38194,80209582
1644,2017-12-19,自營商,22954,48136250,25798,54105135,-2844,-5968885,8112,16912521,11485,23921263,-3373,-7008742
1645,2017-12-19,投信,11344,23795287,11393,23881275,-49,-85988,1742,3639178,34624,72323532,-32882,-68684354
1646,2017-12-19,外資,88115,184921707,83659,175580641,4456,9341066,84319,176159732,41664,86988081,42655,89171651
1647,2017-12-20,自營商,23930,50166871,25087,52590403,-1157,-2423532,4455,9315639,8651,18100326,-4196,-8784687
1648,2017-12-20,投信,498,1044508,1072,2250522,-574,-1206014,1728,3631546,35179,73932186,-33451,-70300640
1649,2017-12-20,外資,55547,116430643,47715,100012933,7832,16417710,65699,138044959,20117,42186101,45582,95858858
1650,2017-12-21,自營商,12926,27153101,13050,27418989,-124,-265888,4154,8674843,8474,17713282,-4320,-9038439
1651,2017-12-21,投信,107,225219,411,862560,-304,-637341,1724,3618660,35479,74470421,-33755,-70851761
1652,2017-12-21,外資,39203,82380087,41211,86602823,-2008,-4222736,65705,137889563,22131,46362004,43574,91527559
1653,2017-12-22,自營商,8647,18154325,8922,18727895,-275,-573570,4530,9491609,9138,19166719,-4608,-9675110
1654,2017-12-22,投信,715,1505647,69,144651,646,1360995,1779,3747622,34888,73495061,-33109,-69747439
1655,2017-12-22,外資,28291,59398142,26696,56051700,1595,3346442,66338,139720020,21169,44500653,45169,95219367
1656,2017-12-25,自營商,8446,17795133,9064,19092038,-618,-1296905,4423,9259753,9640,20208029,-5217,-10948276
1657,2017-12-25,投信,71,149832,197,415032,-126,-265200,1708,3595321,34943,73555015,-33235,-69959694
1658,2017-12-25,外資,19553,41193944,19172,40391475,381,802469,66574,140110579,21024,44161342,45550,95949237
1659,2017-12-26,自營商,19046,39809773,20070,41947864,-1024,-2138091,4481,9284335,10596,21983332,-6115,-12698997
1660,2017-12-26,投信,90,188268,1619,3377656,-1529,-3189388,1528,3183418,36292,75610753,-34764,-72427335
1661,2017-12-26,外資,44162,92340850,46290,96827049,-2128,-4486199,66042,137564149,22619,47029623,43423,90534526
1662,2017-12-27,自營商,13278,27741845,14252,29780168,-974,-2038322,3954,8224396,11040,23028411,-7086,-14804015
1663,2017-12-27,投信,203,424129,555,1161572,-352,-737443,1613,3378882,36729,76939909,-35116,-73561027
1664,2017-12-27,外資,39833,83229068,34441,71972336,5392,11256732,70161,146941036,21346,44615955,48815,102325081
1665,2017-12-28,自營商,16868,35589530,16303,34413247,565,1176283,5310,11148326,11831,24887719,-6521,-13739393
1666,2017-12-28,投信,610,1283729,113,238753,497,1044976,1914,4042721,36533,77165003,-34619,-73122282
1667,2017-12-28,外資,44825,94625536,42324,89350693,2501,5274843,73215,154611039,21888,46129164,51327,108481875
1668,2017-12-29,自營商,16776,35615125,14866,31566937,1910,4048188,6778,14337806,11316,23955201,-4538,-9617395
1669,2017-12-29,投信,1251,2660093,7,14883,1244,2645210,1962,4172358,35337,75147664,-33375,-70975306
1670,2017-12-29,外資,35763,75959193,38351,81460041,-2588,-5500848,72655,154473964,23916,50756046,48739,103717918
1671,2018-01-02,自營商,16455,35091276,14741,31428126,1714,3663151,10826,23098950,13712,29244912,-2886,-6145962
1672,2018-01-02,投信,159,340119,450,963507,-291,-623389,2054,4398812,35720,76497952,-33666,-72099140
1673,2018-01-02,外資,39224,83634044,35821,76388447,3403,7245597,76058,162848744,23916,51117291,52142,111731453
1674,2018-01-03,自營商,22237,47847425,21284,45810894,953,2036532,10174,21854544,12011,25809068,-1837,-3954524
1675,2018-01-03,投信,198,427121,130,280199,68,146922,2035,4390685,35633,76881761,-33598,-72491076
1676,2018-01-03,外資,41530,89465381,42741,92061745,-1211,-2596363,75808,163526351,24877,53576084,50931,109950267
1677,2018-01-04,自營商,15879,34309692,15364,33190769,515,1118923,10242,22100623,11554,24937564,-1312,-2836941
1678,2018-01-04,投信,230,498238,231,499914,-1,-1676,1895,4107194,35494,76929696,-33599,-72822502
1679,2018-01-04,外資,41637,89934233,40649,87828278,988,2105956,74716,161903161,22797,49324598,51919,112578563
1680,2018-01-05,自營商,15157,32852992,15675,33985064,-518,-1132072,10068,21764042,11808,25545763,-1740,-3781721
1681,2018-01-05,投信,27,58647,85,184118,-58,-125471,1818,3947942,35475,77037510,-33657,-73089568
1682,2018-01-05,外資,36624,79396361,36761,79700174,-137,-303813,73223,158974991,21517,46645806,51706,112329185
1683,2018-01-08,自營商,15190,33019822,12433,27032686,2757,5987136,11730,25430005,10689,23173834,1041,2256171
1684,2018-01-08,投信,159,345931,230,500341,-71,-154409,1740,3787598,35468,77206742,-33728,-73419144
1685,2018-01-08,外資,40314,87659864,42337,92071002,-2023,-4411138,73599,160172386,23925,52007468,49674,108164918
1686,2018-01-09,自營商,11745,25543185,12867,27976618,-1122,-2433433,11098,24046207,11155,24180414,-57,-134207
1687,2018-01-09,投信,80,174112,16,34752,64,139360,1808,3933815,35472,77179978,-33664,-73246163
1688,2018-01-09,外資,36030,78381057,32391,70463745,3639,7917313,77432,168438976,24119,52406623,53313,116032353
1689,2018-01-10,自營商,18615,40383720,22424,48634153,-3809,-8250434,9030,19430192,13323,28712368,-4293,-9282176
1690,2018-01-10,投信,463,1001436,152,329140,311,672296,1700,3675370,35053,75784583,-33353,-72109213
1691,2018-01-10,外資,50306,109180305,49894,108276928,412,903377,77298,167076817,23573,50893715,53725,116183102
1692,2018-01-11,自營商,17395,37546271,16537,35689356,858,1856915,8774,18859548,12182,26221771,-3408,-7362223
1693,2018-01-11,投信,2420,5221324,1969,4243296,451,978028,1655,3574179,34557,74631932,-32902,-71057753
1694,2018-01-11,外資,54794,118267711,56051,120983578,-1257,-2715867,78216,168884878,25748,55539256,52468,113345622
1695,2018-01-12,自營商,20715,45003358,21610,46957012,-895,-1953654,10413,22561869,15103,32771237,-4690,-10209368
1696,2018-01-12,投信,6414,13960153,5243,11404016,1171,2556138,1779,3869546,33510,72884062,-31731,-69014516
1697,2018-01-12,外資,57205,124312063,54594,118670912,2611,5641151,81840,177971319,26763,58146807,55077,119824512
1698,2018-01-15,自營商,22879,50010372,18259,39901923,4620,10108449,12668,27676212,12666,27673649,2,2563
1699,2018-01-15,投信,17782,38872333,16961,37055763,821,1816570,1643,3599727,32553,71316222,-30910,-67716495
1700,2018-01-15,外資,77920,170269099,81955,179134196,-4035,-8865097,77665,170111073,26671,58370209,50994,111740864
1701,2018-01-16,自營商,22138,48475827,22515,49295313,-377,-819486,13147,28800324,13828,30288012,-681,-1487688
1702,2018-01-16,投信,9765,21391903,9732,21312557,33,79346,1656,3636134,32533,71429893,-30877,-67793759
1703,2018-01-16,外資,75224,164652910,77843,170408660,-2619,-5755750,81553,179019227,33189,72815666,48364,106203561
1704,2018-01-17,自營商,27414,60178473,31221,68543003,-3807,-8364530,6105,13346257,11274,24702334,-5169,-11356077
1705,2018-01-17,投信,1045,2294239,540,1184440,505,1109798,1735,3813165,32081,70507622,-30346,-66694457
1706,2018-01-17,外資,53954,118392770,48423,106262594,5531,12130176,74986,164747766,22569,49537046,52417,115210720
1707,2018-01-18,自營商,26663,59064762,26868,59523568,-205,-458806,5665,12453171,11031,24313313,-5366,-11860142
1708,2018-01-18,投信,2690,5960388,185,410204,2505,5550184,1642,3631430,29483,65204603,-27841,-61573173
1709,2018-01-18,外資,61199,135596643,64951,143919602,-3752,-8322959,73877,163323923,25211,55693251,48666,107630672
1710,2018-01-19,自營商,16131,35836017,15112,33572545,1019,2263472,7029,15577004,11372,25247791,-4343,-9670787
1711,2018-01-19,投信,114,253897,535,1191822,-421,-937926,1713,3815868,29975,66772310,-28262,-62956442
1712,2018-01-19,外資,38085,84604949,37339,82946704,746,1658246,75602,168350447,26190,58276119,49412,110074328
1713,2018-01-22,自營商,23419,52261423,18495,41261702,4924,10999721,11318,25305054,10734,23986446,584,1318608
1714,2018-01-22,投信,131,293556,541,1213453,-410,-919897,1760,3950131,30432,68301581,-28672,-64351450
1715,2018-01-22,外資,49829,111242069,56972,127186599,-7143,-15944531,69928,156883108,27659,62012478,42269,94870630
1716,2018-01-23,自營商,23851,53501908,21611,48467056,2240,5034851,12929,28921161,10101,22568150,2828,6353011
1717,2018-01-23,投信,127,285170,2242,5033583,-2115,-4748413,1807,4056704,32594,73173530,-30787,-69116826
1718,2018-01-23,外資,51607,115819248,55211,123909420,-3604,-8090172,68341,153368724,29676,66556806,38665,86811918
1719,2018-01-24,自營商,29086,64766404,31309,69714116,-2223,-4947712,9311,20619131,8522,18852439,789,1766692
1720,2018-01-24,投信,100,222531,2448,5447385,-2348,-5224854,1711,3806961,34846,77532350,-33135,-73725389
1721,2018-01-24,外資,60470,134716070,57575,128243504,2895,6472566,70044,155788471,28482,63305065,41562,92483406
1722,2018-01-25,自營商,29053,64937661,30612,68425252,-1559,-3487591,9418,20890571,10153,22521314,-735,-1630743
1723,2018-01-25,投信,321,717785,1497,3338772,-1176,-2620987,1865,4158564,36176,80665245,-34311,-76506681
1724,2018-01-25,外資,78358,175176534,73086,163418028,5272,11758506,74067,165094640,27232,60652033,46835,104442607
1725,2018-01-26,自營商,23655,52645892,25035,55712490,-1380,-3066598,8311,18415557,10428,23120177,-2117,-4704620
1726,2018-01-26,投信,265,590517,1243,2770352,-978,-2179835,1982,4417469,37271,83069605,-35289,-78652136
1727,2018-01-26,外資,63621,141657646,63372,141124125,249,533521,73771,164361266,26983,60071399,46788,104289867
1728,2018-01-29,自營商,20471,45806165,17290,38680674,3181,7125491,11264,25114549,10139,22584643,1125,2529906
1729,2018-01-29,投信,102,228400,60,134226,42,94174,1973,4418325,37220,83350468,-35247,-78932143
1730,2018-01-29,外資,47235,105700818,49847,111560435,-2612,-5859617,71473,159997832,27297,61062469,44176,98935363
1731,2018-01-30,自營商,23603,52508343,26699,59401260,-3096,-6892917,9560,21052080,11340,24958517,-1780,-3906437
1732,2018-01-30,投信,0,0,677,1500114,-677,-1500114,1880,4160429,37804,83660252,-35924,-79499823
1733,2018-01-30,外資,65630,146149312,61491,136957558,4139,9191754,73554,162717725,25238,55787325,48316,106930400
1734,2018-01-31,自營商,32113,71138160,33481,74145745,-1368,-3007585,7265,16017828,10418,22995387,-3153,-6977559
1735,2018-01-31,投信,309,685813,186,412301,123,273512,1891,4197254,37692,83661043,-35801,-79463789
1736,2018-01-31,外資,67464,149431870,66097,146438256,1367,2993614,76896,170620565,27213,60336006,49683,110284559
1737,2018-02-01,自營商,18835,42034153,17628,39348116,1207,2686036,9284,20612051,11234,24952907,-1950,-4340856
1738,2018-02-01,投信,629,1404530,172,383888,457,1020642,1929,4305424,37273,83193240,-35344,-78887816
1739,2018-02-01,外資,54581,121845336,56320,125720149,-1739,-3874813,77012,171834254,29065,64808862,47947,107025392
1740,2018-02-02,自營商,27132,60193310,26057,57803574,1075,2389737,10858,24023754,11735,25954422,-877,-1930668
1741,2018-02-02,投信,228,506803,481,1067846,-253,-561044,1820,4045379,37417,83170400,-35597,-79125021
1742,2018-02-02,外資,66683,148006957,70582,156659687,-3899,-8652731,74813,166235949,30769,68327431,44044,97908518
1743,2018-02-05,自營商,35608,77708327,35722,77920720,-114,-212392,10805,23493576,11780,25594389,-975,-2100813
1744,2018-02-05,投信,76,166050,425,928481,-349,-762431,1825,3988212,37771,82544611,-35946,-78556399
1745,2018-02-05,外資,72094,157387491,75970,165929151,-3876,-8541660,72215,157760036,32066,70008922,40149,87751114
1746,2018-02-06,自營商,88460,184873913,94855,198312297,-6395,-13438385,13151,27063577,20519,42345826,-7368,-15282249
1747,2018-02-06,投信,425,885287,3213,6671833,-2788,-5786546,1739,3614530,40473,84149384,-38734,-80534854
1748,2018-02-06,外資,190174,398659698,187252,392639358,2922,6020340,71010,147569952,27939,58011409,43071,89558543
1749,2018-02-07,自營商,50352,106404938,49449,104452496,903,1952442,10272,21355825,16740,34929997,-6468,-13574172
1750,2018-02-07,投信,5157,10896541,3450,7288720,1707,3607821,1831,3850309,38858,81727462,-37027,-77877153
1751,2018-02-07,外資,141917,299654846,136731,288713326,5186,10941520,73006,153492177,24818,52130218,48188,101361959
1752,2018-02-08,自營商,24483,51563444,24171,50899362,312,664083,11586,24122933,17704,36963103,-6118,-12840170
1753,2018-02-08,投信,6024,12675749,6053,12716936,-29,-41187,1829,3846227,38884,81764686,-37055,-77918459
1754,2018-02-08,外資,98321,207173614,100571,211900951,-2250,-4727337,72213,151805894,26274,55184334,45939,96621560
1755,2018-02-09,自營商,46778,96079828,44686,91775169,2092,4304659,14244,29192823,17703,36335689,-3459,-7142866
1756,2018-02-09,投信,18283,37682416,19112,39311355,-829,-1628939,1738,3591803,39622,81874549,-37884,-78282746
1757,2018-02-09,外資,143627,295354775,147002,302419211,-3375,-7064437,71902,148636062,29338,60637516,42564,87998546
1758,2018-02-12,自營商,28305,58741278,27256,56562010,1049,2179268,13622,28033107,16014,33010578,-2392,-4977471
1759,2018-02-12,投信,12271,25552309,11282,23437721,989,2114588,1785,3704954,38680,80263242,-36895,-76558288
1760,2018-02-12,外資,129669,268974412,129592,268848087,77,126325,74313,154323895,31672,65774613,42641,88549282
1761,2018-02-21,自營商,31890,67840700,30009,63840293,1881,4000407,8329,17547965,12018,25415938,-3689,-7867973
1762,2018-02-21,投信,3242,6913963,237,504407,3005,6409557,1904,4069229,36134,77225585,-34230,-73156356
1763,2018-02-21,外資,99086,210284745,93861,199299371,5225,10985373,68699,146769581,20923,44643732,47776,102125849
1764,2018-02-22,自營商,12134,25800423,11837,25162465,297,637958,8315,17414515,11681,24550913,-3366,-7136398
1765,2018-02-22,投信,179,380370,555,1179192,-376,-798822,1440,3059712,36046,76590541,-34606,-73530829
1766,2018-02-22,外資,55859,118889149,60731,129282225,-4872,-10393076,65514,139150938,22621,47993012,42893,91157926
1767,2018-02-23,自營商,14598,31331357,15099,32419175,-501,-1087819,9020,19191455,12911,27568969,-3891,-8377514
1768,2018-02-23,投信,1521,3278179,88,189541,1433,3088638,1470,3169908,34643,74704165,-33173,-71534257
1769,2018-02-23,外資,58805,126094700,53705,115165497,5100,10929203,68850,148414624,20866,44927643,47984,103486981
1770,2018-02-26,自營商,12326,26678569,11348,24557661,978,2120908,9006,19230795,11930,25541965,-2924,-6311170
1771,2018-02-26,投信,669,1448522,104,225470,565,1223053,1518,3284952,34126,73848664,-32608,-70563712
1772,2018-02-26,外資,40958,88672258,44894,97197800,-3936,-8525542,66046,142869400,21998,47532304,44048,95337096
1773,2018-02-27,自營商,14350,31129396,15657,33967303,-1307,-2837907,8750,18611265,12981,27730464,-4231,-9119199
1774,2018-02-27,投信,163,354277,90,195114,73,159163,1605,3463269,34140,73667292,-32535,-70204023
1775,2018-02-27,外資,45627,99037149,44453,96495775,1174,2541373,66620,143701696,21398,46094746,45222,97606950
1776,2018-03-01,自營商,21451,45967911,21672,46467050,-221,-499139,8381,17722496,12905,27425536,-4524,-9703040
1777,2018-03-01,投信,27,57391,685,1468797,-658,-1411406,1516,3254549,34709,74513281,-33193,-71258732
1778,2018-03-01,外資,63009,135166261,62978,135113910,31,52351,66810,143376367,21554,46193610,45256,97182757
1779,2018-03-02,自營商,20889,44455604,21261,45246380,-372,-790776,9164,19284033,13975,29557784,-4811,-10273751
1780,2018-03-02,投信,29,61702,809,1724781,-780,-1663080,1453,3103027,35426,75655766,-33973,-72552739
1781,2018-03-02,外資,80623,171875679,80149,170861609,474,1014070,67383,143851010,21635,46116777,45748,97734233
1782,2018-03-05,自營商,20819,44380964,20675,44044909,144,336056,9510,19927599,14132,29752891,-4622,-9825292
1783,2018-03-05,投信,56,119023,411,873852,-355,-754829,1403,2983339,35731,75978398,-34328,-72995059
1784,2018-03-05,外資,82776,176434528,83406,177806870,-630,-1372343,68589,145794171,23440,49752699,45149,96041472
1785,2018-03-06,自營商,20211,43395040,19162,41150777,1049,2244262,11238,23938095,14805,31637811,-3567,-7699716
1786,2018-03-06,投信,1027,2213638,96,206382,931,2007255,1437,3099896,34834,75143905,-33397,-72044009
1787,2018-03-06,外資,64962,139359746,62337,133719158,2625,5640588,70899,152889291,23125,49794863,47774,103094428
1788,2018-03-07,自營商,23432,50392055,24309,52273849,-877,-1881794,9693,20445972,14196,30094690,-4503,-9648718
1789,2018-03-07,投信,153,329390,238,510093,-85,-180703,1396,2989674,34878,74694725,-33482,-71705051
1790,2018-03-07,外資,64375,138592110,65876,141838103,-1501,-3245993,70459,150848173,24185,51702489,46274,99145684
1791,2018-03-08,自營商,14624,31592311,13624,29433434,1000,2158878,10150,21654452,13726,29409362,-3576,-7754910
1792,2018-03-08,投信,615,1331253,99,214297,516,1116956,1426,3087860,34392,74472437,-32966,-71384577
1793,2018-03-08,外資,55492,119847611,52111,112527300,3381,7320311,73679,159493454,24015,51907652,49664,107585802
1794,2018-03-09,自營商,14431,31325669,15153,32891526,-722,-1565857,9733,20817775,14073,30257521,-4340,-9439746
1795,2018-03-09,投信,1048,2276223,70,152239,978,2123984,1429,3104360,33417,72595091,-31988,-69490731
1796,2018-03-09,外資,50623,109917568,51365,111533916,-742,-1616348,72482,157410445,23563,51096836,48919,106313609
1797,2018-03-12,自營商,18500,40613578,17924,39362407,576,1251171,11075,24075893,14839,32407143,-3764,-8331250
1798,2018-03-12,投信,1596,3516111,77,169436,1519,3346676,1495,3295561,31964,70461231,-30469,-67165670
1799,2018-03-12,外資,48661,106803462,46483,102052774,2178,4750688,76776,169193677,25672,56502443,51104,112691234
1800,2018-03-13,自營商,16128,35646590,14663,32408109,1465,3238481,12352,27069847,14667,32253324,-2315,-5183477
1801,2018-03-13,投信,836,1855843,47,103905,789,1751939,1485,3296379,31165,69179856,-29680,-65883477
1802,2018-03-13,外資,39901,88203166,40992,90641376,-1091,-2438210,75674,167929096,25661,56872394,50013,111056702
1803,2018-03-14,自營商,19460,42955716,19635,43334013,-175,-378296,10893,23699202,13383,29231853,-2490,-5532651
1804,2018-03-14,投信,133,293468,149,328278,-16,-34809,1495,3297949,31191,68807145,-29696,-65509196
1805,2018-03-14,外資,49267,108827064,51336,113402657,-2069,-4575593,73320,161689442,25377,55892631,47943,105796811
1806,2018-03-15,自營商,14588,32152703,15459,34078866,-871,-1926163,11696,25486100,15054,32944702,-3358,-7458602
1807,2018-03-15,投信,2641,5833604,2690,5933231,-49,-99627,1450,3201866,31195,68876071,-29745,-65674205
1808,2018-03-15,外資,52523,115833580,52006,114704109,517,1129471,77254,170526842,28794,63491560,48460,107035282
1809,2018-03-16,自營商,27724,60887192,24978,54830581,2746,6056610,12714,27652649,13284,28947482,-570,-1294833
1810,2018-03-16,投信,4015,8805996,4234,9274148,-219,-468152,1473,3245192,31437,69236827,-29964,-65991635
1811,2018-03-16,外資,74973,164639743,81712,179467555,-6739,-14827812,72713,160111443,30992,68173360,41721,91938083
1812,2018-03-19,自營商,24646,54233946,25473,56041035,-827,-1807089,9841,21347109,11755,25589831,-1914,-4242722
1813,2018-03-19,投信,15083,33236071,15472,34028321,-389,-792250,1495,3293597,31848,70137212,-30353,-66843615
1814,2018-03-19,外資,85322,187695799,83152,183004460,2170,4691339,76093,167587158,32202,70870888,43891,96716270
1815,2018-03-20,自營商,19602,43035026,19192,42133755,410,901271,11024,23907829,12541,27271806,-1517,-3363977
1816,2018-03-20,投信,10808,23756939,10855,23813647,-47,-56709,1440,3164343,31840,69960658,-30400,-66796315
1817,2018-03-20,外資,83625,183591195,83263,182837124,362,754071,81923,180056802,37670,82742001,44253,97314801
1818,2018-03-21,自營商,27317,60242845,27810,61339241,-493,-1096396,6785,14584892,12418,27032582,-5633,-12447690
1819,2018-03-21,投信,401,884926,265,583358,136,301567,1436,3160041,31702,69763421,-30266,-66603380
1820,2018-03-21,外資,46260,101958068,46037,101483054,223,475014,66558,146429891,22128,48596215,44430,97833676
1821,2018-03-22,自營商,22705,50096666,22972,50692709,-267,-596042,6762,14508009,12638,27479632,-5876,-12971623
1822,2018-03-22,投信,163,360207,984,2164050,-821,-1803842,1468,3226644,32555,71555890,-31087,-68329246
1823,2018-03-22,外資,66049,145777195,64942,143321480,1107,2455715,66430,145975218,20893,45819485,45537,100155733
1824,2018-03-23,自營商,24726,53286505,25311,54548886,-585,-1262382,7434,15595061,13871,29457821,-6437,-13862760
1825,2018-03-23,投信,121,260884,1540,3309945,-1419,-3049061,1352,2902181,33858,72679583,-32506,-69777402
1826,2018-03-23,外資,84476,182513519,84627,182914404,-151,-400885,68582,147178083,23197,49686280,45385,97491803
1827,2018-03-26,自營商,20499,44074702,19692,42300485,807,1774217,6971,14778005,12391,26528955,-5420,-11750950
1828,2018-03-26,投信,153,330224,399,864100,-246,-533876,1397,3028672,34149,74035032,-32752,-71006360
1829,2018-03-26,外資,74958,161384742,71524,153985565,3434,7399176,70742,153324446,21929,47430204,48813,105894242
1830,2018-03-27,自營商,20970,45820222,21308,46563861,-338,-743638,7978,17197066,13540,29421934,-5562,-12224868
1831,2018-03-27,投信,905,1987242,56,122387,849,1864855,1433,3149424,33336,73265861,-31903,-70116437
1832,2018-03-27,外資,63549,138764415,65432,142883173,-1883,-4118758,69039,151689661,22119,48499837,46920,103189824
1833,2018-03-28,自營商,23844,51842196,25063,54473313,-1219,-2631117,5800,12351759,12582,27012533,-6782,-14660774
1834,2018-03-28,投信,16,34658,778,1684569,-762,-1649911,1350,2921108,34015,73601657,-32665,-70680549
1835,2018-03-28,外資,65688,143010415,69516,151341116,-3828,-8330701,68622,148442903,25556,55187995,43066,93254908
1836,2018-03-29,自營商,16710,36158743,16291,35238565,419,920178,5897,12586841,12207,26249814,-6310,-13662973
1837,2018-03-29,投信,102,221022,124,268146,-22,-47123,1370,2970138,34057,73835576,-32687,-70865438
1838,2018-03-29,外資,77431,167543365,76958,166513888,473,1029476,67820,146992322,24294,52559495,43526,94432827
1839,2018-03-30,自營商,15476,33819703,16831,36796095,-1355,-2976393,6014,12925984,13680,29659524,-7666,-16733540
1840,2018-03-30,投信,650,1419672,140,306081,510,1113591,1407,3072302,33584,73334007,-32177,-70261705
1841,2018-03-30,外資,50350,110010665,45119,98578978,5231,11431687,69988,152781614,21221,46227221,48767,106554393
1842,2018-03-31,自營商,4123,9010637,5010,10946547,-887,-1935910,5383,11553894,13916,30189981,-8533,-18636087
1843,2018-03-31,投信,29,63419,0,0,29,63419,1410,3080544,33558,73317503,-32148,-70236959
1844,2018-03-31,外資,2658,5811985,2639,5771959,19,40026,70375,153710333,21589,47053869,48786,106656464
1845,2018-04-02,自營商,14899,32452617,14798,32224671,101,227946,5215,11130149,13658,29461676,-8443,-18331527
1846,2018-04-02,投信,208,452221,489,1063327,-281,-611106,1360,2954714,33789,73409951,-32429,-70455237
1847,2018-04-02,外資,44838,97699362,44483,96916127,355,783234,70657,153465483,21516,46637782,49141,106827701
1848,2018-04-03,自營商,16475,35478978,16203,34883919,272,595059,5448,11556385,13619,29159465,-8171,-17603080
1849,2018-04-03,投信,113,243462,741,1597916,-628,-1354454,1359,2930797,34416,74221516,-33057,-71290719
1850,2018-04-03,外資,68735,148087891,70381,151654557,-1646,-3566666,69934,150774961,22470,48354008,47464,102420953
1851,2018-04-09,自營商,24630,53489687,22714,49328217,1916,4161469,6394,13736806,12657,27392123,-6263,-13655317
1852,2018-04-09,投信,1516,3304887,144,313574,1372,2991313,1358,2961232,33043,72053536,-31685,-69092304
1853,2018-04-09,外資,75818,164608893,73122,158757086,2696,5851807,71529,155928991,21369,46489088,50160,109439903
1854,2018-04-10,自營商,23492,51318059,24774,54138315,-1282,-2820256,6411,13828599,14186,30852042,-7775,-17023443
1855,2018-04-10,投信,1549,3389768,89,194697,1460,3195072,1428,3126726,31653,69307361,-30225,-66180635
1856,2018-04-10,外資,73648,161003900,73857,161463401,-209,-459501,72054,157716575,22103,48287683,49951,109428892
1857,2018-04-11,自營商,20425,44800434,17896,39247667,2529,5552767,7615,16503783,12871,28043517,-5256,-11539734
1858,2018-04-11,投信,863,1894204,24,52630,839,1841574,1438,3156960,30824,67670966,-29386,-64514006
1859,2018-04-11,外資,52454,115122345,53801,118072814,-1347,-2950469,71845,157670333,23241,50914165,48604,106756168
1860,2018-04-12,自營商,19674,43088659,17618,38565122,2056,4523538,7790,16841536,10954,23761416,-3164,-6919880
1861,2018-04-12,投信,2072,4534182,1248,2725241,824,1808941,1407,3079054,29969,65579408,-28562,-62500354
1862,2018-04-12,外資,56720,124274422,63729,139627691,-7009,-15353269,64938,142047500,23366,51025264,41572,91022236
1863,2018-04-13,自營商,17081,37405067,16660,36480209,421,924857,9579,20779149,12559,27303058,-2980,-6523909
1864,2018-04-13,投信,5498,12053511,4278,9364279,1220,2689233,1418,3107347,28760,63008674,-27342,-59901327
1865,2018-04-13,外資,56689,124200701,54843,120180064,1846,4020637,67915,148746710,24497,53570576,43418,95176134
1866,2018-04-16,自營商,20264,44316256,19759,43205879,505,1110377,10040,21761908,12652,27464176,-2612,-5702268
1867,2018-04-16,投信,15536,33999912,15219,33263397,317,736515,1405,3073153,28430,62160428,-27025,-59087275
1868,2018-04-16,外資,93386,204275661,95467,208875783,-2081,-4600123,68391,149516426,27056,59076969,41335,90439457
